movieid,moviename,year,genres
6665,"Lagaan: Once Upon a Time in India",2001,Comedy|Drama|Musical|Romance
6666,"Judgment at Nuremberg",1961,Drama
6668,"Same Time, Next Year",1978,Comedy|Drama|Romance
6671,"Leningrad Cowboys Go America",1989,Comedy|Musical
6674,"Seven Brides for Seven Brothers",1954,Comedy|Musical|Romance|Western
6675,"Kiss of the Spider Woman",1985,Drama
6676,"All the President's Men",1976,Drama|Thriller
6677,Angie,1994,Comedy|Drama|Romance
6679,Avalon,2001,Drama|Fantasy|Sci-Fi
6683,"Beethoven's 2nd",1993,Children|Comedy
6684,"Black Moon Rising",1986,Action|Crime|Sci-Fi|Thriller
6685,"Boyz N the Hood",1991,Crime|Drama
6686,Bugsy,1991,Crime|Drama
6687,"Bugsy Malone",1976,Children|Comedy|Crime|Musical
6689,Cobra,1986,Action|Crime
6691,"Consenting Adults",1992,Thriller
6692,Phenomena,1985,Fantasy|Horror|Mystery|Thriller
6693,Crimewave,1985,Comedy|Crime
6697,"Where Eagles Dare",1968,Action|Adventure|War
6698,Tightrope,1984,Thriller
6699,"Sleeping with the Enemy",1991,Drama|Thriller
6703,"City Heat",1984,Action|Comedy
6704,"Into the Night",1985,Action|Comedy|Drama|Thriller
6705,"Three O'Clock High",1987,Comedy
6709,"Ginger Snaps",2000,Horror|Thriller
6716,"It's Pat",1994,Comedy
6719,"Sudden Fear",1952,Film-Noir|Horror|Thriller
6720,"Nobody's Baby",2001,Comedy
6721,"Regarding Henry",1991,Drama
6726,"Love Affair",1939,Comedy|Drama|Romance
6730,"Article 99",1992,Comedy|Drama
6733,Oleanna,1994,Drama
6734,Chattahoochee,1989,Drama
6736,"There Goes My Baby",1994,Comedy|Drama
6738,Scrooge,1970,Drama|Fantasy|Musical
6739,"Leap of Faith",1992,Comedy|Drama
6741,"In Cold Blood",1967,Crime|Drama
6745,"Yankee Doodle Dandy",1942,Drama|Musical
6750,"Charlotte Sometimes",2002,Drama|Romance
6752,"School of Rock",2003,Comedy|Musical
6757,Wonderland,2003,Crime|Drama|Mystery|Thriller
6759,"Mystic River",2003,Crime|Drama|Mystery
6762,"Intolerable Cruelty",2003,Comedy|Romance
6763,"Kill Bill: Vol. 1",2003,Action|Crime|Thriller
6764,Dopamine,2003,Comedy|Drama|Romance
6766,"Girls Will Be Girls",2003,Comedy
6768,"Runaway Jury",2003,Drama|Thriller
6770,"Pieces of April",2003,Comedy|Drama
6773,"Veronica Guerin",2003,Crime|Drama|Thriller
6774,"In the Cut",2003,Crime|Drama|Mystery|Romance|Thriller
6775,"Beyond Borders",2003,Drama|Romance|War
6776,Radio,2003,Drama
6777,"Scary Movie 3",2003,Comedy|Horror
6778,"Brother Bear",2003,Adventure|Animation|Children
6785,Shoah,1985,Documentary|War
6788,"Alien from L.A.",1988,Sci-Fi
6789,"Black Sunday",1977,Action|Drama|Thriller
6794,"That Was Then... This Is Now",1985,Drama
6800,"You'll Never Get Rich",1941,Comedy|Musical|Romance
6802,"Preaching to the Perverted",1997,Comedy|Drama
6811,"Sherlock Holmes Faces Death",1943,Crime|Mystery
6812,"Sherlock Holmes in Washington",1943,Crime|Mystery
6819,"Shattered Glass",2003,Crime|Drama
6829,"Love Actually",2003,Comedy|Drama|Romance
6831,"Father of the Bride",1991,Comedy
6833,"Looney Tunes: Back in Action",2003,Action|Animation|Children|Fantasy
6834,"Master and Commander: The Far Side of the World",2003,Action|Adventure|Drama|War
6835,"Tupac: Resurrection",2003,Documentary
6839,Gothika,2003,Horror|Thriller
6840,"21 Grams",2003,Drama|Mystery|Romance
6844,"Bad Santa",2003,Comedy|Crime
6846,Timeline,2003,Adventure|Fantasy|Sci-Fi
6849,"OT: Our Town",2002,Documentary
6850,"Devil's Playground",2002,Documentary
6852,"Journeys with George",2002,Documentary
6853,Darkman,1990,Action|Crime|Horror|Sci-Fi|Thriller
6854,"Dead of Night",1945,Horror|Mystery
6857,"Desk Set",1957,Comedy|Romance
6860,"Final Analysis",1992,Drama|Romance|Thriller
6862,"Funny Games",1997,Drama|Horror|Thriller
6864,"New Jack City",1991,Action|Crime|Drama
6865,Slacker,1991,Comedy|Drama
6866,WarGames,1983,Drama|Sci-Fi|Thriller
6867,"Mr. Hobbs Takes a Vacation",1962,Comedy
6873,"Ben-Hur: A Tale of the Christ",1925,Adventure|Drama
6876,"Gorky Park",1983,Crime|Drama|Thriller
6878,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,Adventure|Drama|Romance
6879,"Guarding Tess",1994,Comedy|Drama
6880,"Hannah and Her Sisters",1986,Comedy|Drama|Romance
6883,"Highlander II: The Quickening",1991,Action|Sci-Fi
6884,Hoffa,1992,Crime|Drama
6885,"House of Cards",1993,Drama
6886,HouseSitter,1992,Comedy|Romance
6887,"Hudson Hawk",1991,Action|Adventure|Comedy
6888,"Invasion of the Body Snatchers",1978,Horror|Mystery|Sci-Fi|Thriller
6889,Mindwalk,1990,Drama
6890,Kafka,1991,Drama|Sci-Fi|Thriller
6891,"Kindergarten Cop",1990,Action|Comedy|Crime|Thriller
6892,"King Ralph",1991,Comedy
6896,"Lorenzo's Oil",1992,Drama
6899,"Mr. Destiny",1990,Comedy|Fantasy
6901,"Nowhere to Run",1993,Action|Romance
6903,"Over the Top",1987,Action|Drama
6904,"Passenger 57",1992,Action|Thriller
6905,"Presumed Innocent",1990,Crime|Drama|Thriller
6906,"Project X",1987,Comedy|Drama
6907,Proof,1991,Comedy|Drama|Romance
6914,Silverado,1985,Action|Western
6915,"Quick Change",1990,Comedy|Crime
6916,Rabid,1977,Horror|Thriller
6917,"Radio Flyer",1992,Drama
6922,"Streets of Fire",1984,Action|Romance
6923,"Teen Wolf",1985,Comedy|Fantasy
6931,"Wild at Heart",1990,Crime|Drama|Mystery|Romance|Thriller
6934,"Year of the Dragon",1985,Action|Crime|Drama
6935,"Nothing to Lose",1997,Action|Adventure|Comedy|Crime
6936,"Flying Down to Rio",1933,Comedy|Musical|Romance
6937,"Follow the Fleet",1936,Comedy|Musical|Romance
6939,"Mary of Scotland",1936,Drama
6940,Roberta,1935,Comedy|Musical|Romance
6941,"Little Women",1949,Drama
6942,"Swing Time",1936,Comedy|Musical|Romance
6945,"Life with Father",1947,Comedy
6946,"National Velvet",1944,Children|Drama
6947,"Jesus Christ Superstar",1973,Drama|Musical
6948,"Dark Victory",1939,Drama
6949,"Birdman of Alcatraz",1962,Drama
6957,"Red River",1948,Action|Adventure|Western
6959,Stagecoach,1939,Action|Drama|Romance|Western
6963,Bullitt,1968,Action|Crime|Drama|Thriller
6964,"Way Down East",1920,Drama|Romance
6965,Jezebel,1938,Drama
6967,"42nd Street",1933,Drama|Musical|Romance
6968,"I'm No Angel",1933,Comedy
6969,"That Touch of Mink",1962,Comedy|Romance
6971,"Play it Again, Sam",1972,Comedy|Romance
6972,"Send Me No Flowers",1964,Comedy|Romance
6973,Pygmalion,1938,Comedy|Drama
6976,Amarcord,1973,Comedy|Drama
6978,"Horse Feathers",1932,Comedy
6979,"Anna Karenina",1935,Drama|Romance
6982,"Looking for Mr. Goodbar",1977,Drama
6983,"Rivers and Tides",2001,Documentary
6987,CrissCross,1992,Drama
6988,"Doc Hollywood",1991,Comedy|Romance
6989,Dragnet,1987,Comedy|Crime|Drama
6991,1941,1979,Comedy|War
6994,"Foul Play",1978,Comedy|Thriller
6998,"Ryan's Daughter",1970,Drama|Romance
7000,"Cabeza de Vaca",1991,Action|Adventure
7004,Leprechaun,1993,Comedy|Horror
7006,"Crazy People",1990,Comedy
7008,"Adam's Rib",1949,Comedy|Romance
7010,"Naked Lunch",1991,Drama|Fantasy|Mystery|Sci-Fi
7011,Grass,1999,Comedy|Documentary
7012,"Spring Forward",1999,Drama
7015,"Things to Come",1936,Sci-Fi
7017,Darling,1965,Drama
7029,Honey,2003,Drama|Romance
7034,"Big Fish",2003,Drama|Fantasy|Romance
7035,"Love Don't Cost a Thing",2003,Drama|Romance
7036,"Something's Gotta Give",2003,Comedy|Drama|Romance
7037,"Stuck On You",2003,Comedy
7038,"Girl with a Pearl Earring",2003,Drama|Romance
7041,"Mona Lisa Smile",2003,Comedy|Drama|Romance
7042,"Calendar Girls",2003,Comedy
7045,"House of Sand and Fog",2003,Drama
7047,Monster,2003,Crime|Drama|Romance|Thriller
7048,"Cheaper by the Dozen",2003,Comedy|Drama
7049,"Cold Mountain",2003,Drama|Romance|War
7050,Paycheck,2003,Action|Sci-Fi|Thriller
7051,"Peter Pan",2003,Action|Adventure|Children|Fantasy
7054,"Japanese Story",2003,Drama
7056,"Chasing Liberty",2004,Comedy|Romance
7057,"My Baby's Daddy",2004,Comedy
7060,"Along Came Polly",2004,Comedy|Romance
7061,"Teacher's Pet",2004,Animation|Children
7062,Torque,2004,Action|Crime
7064,Osama,2003,Drama
7066,"Wuthering Heights",1992,Drama|Romance
7067,"Odds Against Tomorrow",1959,Crime|Drama|Thriller
7068,"Ship of Fools",1965,Drama
7071,"This Property is Condemned",1966,Drama|Romance
7074,"Beyond Therapy",1987,Comedy
7076,"Car 54, Where Are You?",1994,Comedy
7079,"Only the Strong",1993,Action
7081,"Bonjour tristesse",1958,Drama
7086,"Melvin Goes to Dinner",2003,Comedy|Drama
7088,"Crime Spree",2003,Comedy|Crime
7089,"Beyond Re-Animator",2003,Horror
7091,"Hells Angels on Wheels",1967,Drama
7095,"Dr. Jekyll and Mr. Hyde",1941,Drama|Horror
7097,"My Darling Clementine",1946,Western
7098,"People Will Talk",1951,Comedy|Romance
7099,"I Was a Male War Bride",1949,Comedy|Romance
7102,"To Have and Have Not",1944,Drama|Romance|Thriller
7103,"High Sierra",1941,Crime|Drama|Film-Noir|Thriller
7104,"Dark Passage",1947,Crime|Drama|Film-Noir|Romance|Thriller
7106,"They Drive by Night",1940,Drama
7108,"Platinum Blonde",1931,Comedy|Romance
7110,D.O.A.,1950,Drama|Film-Noir|Mystery
7112,"Pumping Iron",1977,Documentary
7115,"Cool World",1992,Animation|Crime|Mystery
7116,"Money for Nothing",1993,Comedy|Crime
7119,"Heat and Dust",1983,Drama
7126,Marooned,1969,Drama|Sci-Fi
7127,"King David",1985,Action|Drama|War
7128,Kanal,1957,Drama|War
7129,"Cat Chaser",1989,Action|Thriller
7132,Tormented,1960,Horror|Thriller
7134,"Chitty Chitty Bang Bang",1968,Adventure|Children|Comedy|Fantasy|Musical
7142,"Win a Date with Tad Hamilton!",2004,Comedy|Romance
7143,"Touching the Void",2003,Adventure|Documentary
7146,"You Got Served",2004,Drama|Musical
7147,"Latter Days",2003,Comedy|Drama|Romance
7148,"Barbershop 2: Back in Business",2004,Comedy
7162,"Uptown Saturday Night",1974,Comedy
7163,"Hell's Kitchen",1998,Drama
7167,Blacula,1972,Horror
7172,Thirteen,2003,Drama
7173,"Simple Men",1992,Comedy|Drama
7175,"Foolish Wives",1922,Drama
7179,"Best Defense",1984,Comedy|War
7180,"50 First Dates",2004,Comedy|Romance
7181,"Welcome to Mooseport",2004,Comedy
7187,"Vanishing Point",1971,Action|Drama
7192,"Black Widow",1987,Crime|Drama|Mystery|Thriller
7195,"King Solomon's Mines",1985,Adventure|Comedy
7197,"Raw Deal",1986,Action
7198,"Goodbye, Mr. Chips",1939,Drama|Romance
7200,"Fire Birds",1990,Action|Adventure
7201,"Robot Stories",2003,Drama|Sci-Fi
7202,"Against the Ropes",2004,Comedy|Drama
7203,"Confessions of a Teenage Drama Queen",2004,Comedy
7204,Eurotrip,2004,Adventure|Comedy
7206,"Club Dread",2004,Comedy|Horror
7207,"Dirty Dancing: Havana Nights",2004,Romance
7211,Hidalgo,2004,Action|Adventure|Drama|Western
7212,"Starsky & Hutch",2004,Action|Comedy|Crime
7214,Persona,1966,Drama
7217,"Tokyo Joe",1949,Drama|Thriller
7222,"Pickup on South Street",1953,Film-Noir
7225,"Richard III",1955,Drama|War
7227,"Just One of the Guys",1985,Comedy
7232,"Agent Cody Banks 2: Destination London",2004,Action|Adventure|Children|Comedy
7234,"Secret Window",2004,Mystery|Thriller
7235,Spartan,2004,Thriller
7238,"How to Draw a Bunny",2002,Documentary
7239,"Wilbur Wants to Kill Himself",2002,Comedy|Drama
7241,"Mad Dog and Glory",1993,Comedy|Drama|Romance
7247,"Dawn of the Dead",2004,Action|Drama|Horror|Thriller
7248,"Eternal Sunshine of the Spotless Mind",2004,Comedy|Drama|Romance|Sci-Fi
7249,"Taking Lives",2004,Crime|Drama|Thriller
7251,Intermission,2003,Comedy|Crime|Drama
7253,"Jersey Girl",2004,Comedy|Drama|Romance
7258,Dogville,2003,Drama|Mystery|Thriller
7259,"Ned Kelly",2003,Drama
7260,Hellboy,2004,Action|Adventure|Fantasy|Sci-Fi
7261,"Home on the Range",2004,Animation|Children|Comedy|Musical|Western
7263,"Walking Tall",2004,Action
7265,"Johnson Family Vacation",2004,Comedy
7267,"Ella Enchanted",2004,Comedy|Fantasy|Romance
7270,Shade,2003,Crime|Drama|Thriller
7274,"Dawn of the Dead",1978,Action|Drama|Horror
7282,"Cheaper by the Dozen",1950,Comedy|Drama
7285,"Belles on Their Toes",1952,Comedy
7291,Anna,1987,Drama
7300,"Hangman's Curse",2003,Horror|Mystery|Thriller
7301,"Going in Style",1979,Comedy|Drama
7306,"After Hours",1985,Comedy|Thriller
7307,"Viva Las Vegas",1964,Comedy|Musical|Romance
7308,"Connie and Carla",2004,Comedy
7309,"Kill Bill: Vol. 2",2004,Action|Drama|Thriller
7313,"Young Adam",2003,Crime|Drama|Thriller
7315,"13 Going on 30",2004,Comedy|Drama|Fantasy|Romance
7316,"Man on Fire",2004,Action|Crime|Drama|Mystery|Thriller
7317,"Clifford's Really Big Movie",2004,Animation|Children
7320,Godsend,2004,Drama|Fantasy|Horror|Thriller
7321,"Laws of Attraction",2004,Comedy|Romance
7322,"Mean Girls",2004,Comedy
7325,"Van Helsing",2004,Action|Adventure|Fantasy|Horror
7330,Carandiru,2003,Crime|Drama
7331,"Coffee and Cigarettes",2003,Comedy|Drama
7335,"Swimming to Cambodia",1987,Drama
7336,"Watch on the Rhine",1943,Drama
7337,"Under Fire",1983,Drama|Thriller|War
7338,"Enemy Mine",1985,Adventure|Drama|Sci-Fi
7339,"Enter the Dragon",1973,Action|Crime
7341,"Gimme Shelter",1970,Documentary
7344,"Henry & June",1990,Drama
7352,"Desperate Hours",1990,Crime|Drama|Thriller
7355,Fail-Safe,1964,Drama|Sci-Fi|War
7356,Paperhouse,1988,Fantasy|Horror|Thriller
7364,"You Only Live Twice",1967,Action|Adventure|Sci-Fi|Thriller
7365,Octopussy,1983,Action|Adventure|Thriller
7368,"Never Say Never Again",1983,Action|Adventure|Thriller
7371,Midnight,1939,Comedy|Romance
7372,"Pride and Prejudice",1940,Comedy|Drama|Romance
7375,"Old Acquaintance",1943,Drama
7376,"In This Our Life",1942,Drama
7377,"Woman of the Year",1942,Comedy|Romance
7378,Summertime,1955,Drama|Romance
7381,"White Palace",1990,Drama
7382,Oklahoma!,1955,Musical|Romance|Western
7383,"Desert Hearts",1985,Drama
7384,"Body Double",1984,Mystery|Thriller
7386,Chaplin,1992,Drama
7392,"School Ties",1992,Drama
7394,Switch,1991,Comedy|Crime|Fantasy
7396,"Raising Cain",1992,Horror|Thriller
7397,"Irma Vep",1996,Comedy|Drama
7403,"Noises Off...",1992,Comedy
7404,Wildflowers,1999,Drama
7412,"Look Who's Talking Too",1990,Comedy|Romance
7416,"Pat and Mike",1952,Comedy|Romance
7417,"Animal Crackers",1930,Comedy
7419,Bedazzled,1967,Comedy|Fantasy
7420,"Cat People",1942,Drama|Horror|Romance|Thriller
7425,"Good Guys Wear Black",1978,Action
7427,"On Deadly Ground",1994,Action|Adventure|Thriller
7431,Matinee,1993,Comedy|Drama
7434,Baxter,1989,Drama|Horror
7435,Explorers,1985,Adventure|Children|Fantasy|Sci-Fi
7437,"Pierrot Le Fou",1965,Crime|Drama
7445,"Jason and the Argonauts",1963,Action|Adventure|Fantasy
7447,Nostalghia,1983,Drama
7464,Sniper,1993,Action|Drama
7469,"To Hell and Back",1955,Action|Drama|War
7472,"Internal Affairs",1990,Crime|Thriller
7475,Mayerling,1968,Drama|Romance
7482,"True Stories",1986,Comedy|Musical
7484,Zardoz,1974,Fantasy|Sci-Fi
7485,"School For Scoundrels",1960,Comedy
7488,Mogambo,1953,Adventure|Drama|Romance
7493,Cypher,2002,Action|Fantasy|Sci-Fi|Thriller
7495,"Another Thin Man",1939,Comedy|Crime|Drama|Mystery|Romance
7497,"Shadow of the Thin Man",1941,Comedy|Crime|Mystery
7498,"After the Thin Man",1936,Comedy|Crime|Mystery|Romance
7499,"Song of the Thin Man",1947,Comedy|Crime|Drama|Musical|Mystery|Romance
7500,Woodstock,1970,Documentary|Musical
7501,"36 fillette",1988,Drama|Romance
7503,"Love Crazy",1941,Comedy
7504,"Gunga Din",1939,Adventure|Comedy|War
7507,Lammbock,2001,Comedy
7512,"Getting It Right",1989,Comedy|Drama
7516,"White Zombie",1932,Horror
7518,"I Walked with a Zombie",1943,Drama|Horror
7519,"Highway 61",1991,Comedy
7523,"How to Succeed in Business Without Really Trying",1967,Comedy|Musical
7530,"Bring Me the Head of Alfredo Garcia",1974,Crime|Drama|Thriller
7531,"Ride the High Country",1962,Adventure|Drama|Western
7533,"Junior Bonner",1972,Comedy|Drama|Western
7535,"Frankenstein Must Be Destroyed",1969,Drama|Horror|Sci-Fi
7537,"Finder's Fee",2001,Drama|Thriller
7542,"Wild in the Streets",1968,Drama|Horror|Sci-Fi
7548,"Rolling Thunder",1977,Action|Drama
7555,"Dark Days",2000,Documentary
7557,Zelig,1983,Comedy
7569,"Reflections In A Golden Eye",1967,Drama
7570,"Under The Volcano",1984,Drama
7571,"Wise Blood",1979,Drama
7580,"Ken Park",2002,Drama
7581,"Monterey Pop",1968,Documentary|Musical
7585,"Broadway Danny Rose",1984,Comedy
7586,"From Beyond",1986,Horror|Sci-Fi
7592,"Rock 'N' Roll High School",1979,Comedy|Musical
7593,"Death Race 2000",1975,Action|Sci-Fi
7594,Cockfighter,1974,Drama
7598,Bedlam,1946,Drama|Horror
7600,"Pure Country",1992,Drama|Musical|Romance
7601,Brigadoon,1954,Fantasy|Musical|Romance
7610,"10 Rillington Place",1971,Crime|Drama|Thriller
7613,Vor,1997,Drama
7614,"How to Steal a Million",1966,Comedy|Crime|Romance
7618,"Support Your Local Sheriff!",1969,Comedy|Western
7621,"Mean Streets",1973,Crime|Drama
7623,"I Am a Fugitive from a Chain Gang",1932,Crime|Drama|Film-Noir
7624,"Hamburger Hill",1987,Action|Drama|War
7625,Harper,1966,Crime|Drama|Mystery
7626,"Sweet Bird of Youth",1962,Drama
7627,Dahmer,2002,Drama|Horror|Thriller
7630,"Comes a Horseman",1978,Drama|Romance|Western
7634,"Bad Day at Black Rock",1955,Drama|Thriller|Western
7638,Crossroads,1986,Drama
7642,"Sammy and Rosie Get Laid",1987,Comedy|Drama
7644,"Sunrise: A Song of Two Humans",1927,Drama|Romance
7645,"Shock Corridor",1963,Drama
7648,"Sex: The Annabel Chong Story",1999,Documentary
7650,"Pursuit of Happiness",2001,Romance
7651,Gladiator,1992,Action|Drama
7654,"Indestructible Man",1956,Crime|Horror|Sci-Fi
7656,"Attack of the Giant Leeches",1959,Horror|Sci-Fi
7660,"Dead or Alive: Hanzaisha",1999,Action|Crime
7662,Charly,1968,Drama|Sci-Fi
7665,"Lust for Life",1956,Drama
7668,Rush,1991,Crime|Drama
7669,"Captain Blood",1935,Action|Adventure|Romance
7671,"*batteries not included",1987,Children|Comedy|Fantasy|Sci-Fi
7672,"Educating Rita",1983,Comedy|Drama
7677,"Anne of the Thousand Days",1969,Drama
7678,"Baby Doll",1956,Drama
7680,"Beyond the Valley of the Dolls",1970,Comedy|Horror|Musical
7684,"At Play in the Fields of the Lord",1991,Drama
7687,"Mystery of the Wax Museum",1933,Horror
7691,"War of the Buttons",1994,Adventure|Children|Drama
7694,"Night of the Living Dead",1990,Horror
7695,"Drums Along the Mohawk",1939,Adventure|War|Western
7697,"I Love You Again",1940,Comedy|Drama
7698,"Safety Last!",1923,Action|Comedy|Romance
7699,"While the City Sleeps",1956,Drama|Film-Noir
7702,Viridiana,1961,Comedy|Drama
7705,"You're a Big Boy Now",1966,Comedy|Drama
7709,"Queen Christina",1933,Drama|Romance
7710,Battleground,1949,Action|Drama|War
7711,"Citizen Toxie: The Toxic Avenger IV",2000,Action|Comedy|Horror
7719,"Purple Rain",1984,Drama|Musical
7721,"Point of No Return",1993,Action|Thriller
7724,Cromwell,1970,Drama
7726,College,1927,Comedy
7727,Mitchell,1975,Action|Crime
7728,"Ten Little Indians",1965,Mystery
7738,"Sunday Bloody Sunday",1971,Drama
7743,"Black Narcissus",1947,Drama
7745,"Escape from Alcatraz",1979,Drama|Thriller
7746,"Oliver Twist",1948,Adventure|Crime|Drama
7749,"Raising Helen",2004,Comedy|Drama
7750,"Soul Plane",2004,Comedy
7753,Saved!,2004,Comedy|Drama
7755,"Harry Potter and the Prisoner of Azkaban",2004,Adventure|Children|Fantasy
7756,Mindhunters,2004,Action|Crime|Horror|Mystery|Thriller
7763,"Napoleon Dynamite",2004,Comedy
7764,"City of Joy",1992,Drama
7769,"Hello Again",1987,Comedy
7771,"Love Finds Andy Hardy",1938,Comedy|Romance
7772,"Lover Come Back",1961,Comedy|Romance
7773,"Police Academy: Mission to Moscow",1994,Comedy|Crime
7776,"Fool for Love",1985,Drama
7777,"Give My Regards to Broad Street",1984,Drama|Musical
7781,Star!,1968,Musical
7786,"Helen of Troy",1956,Action|Adventure|Drama|Romance|War
7793,"Kings Row",1942,Drama|Romance
7798,Americathon,1979,Comedy|Sci-Fi
7799,"Sands of Iwo Jima",1949,Action|Drama|Romance|War
7801,"Anthony Adverse",1936,Adventure|Romance
7802,"Blackboard Jungle",1955,Drama
7805,"Luna Papa",1999,Comedy|Drama|Fantasy
7809,"To Each His Own",1946,Drama
7811,"State Fair",1945,Musical|Romance
7812,"Dragon Seed",1944,Drama
7814,"Johnny Belinda",1948,Drama
7815,"Super Size Me",2004,Documentary
7818,"Distant Voices, Still Lives",1988,Drama
7824,Samsara,2001,Drama|Romance
7825,"Bachelor Mother",1939,Comedy|Romance
7826,"Please Don't Eat the Daisies",1960,Children|Comedy|Musical
7827,Siddhartha,1972,Drama
7828,"White Heat",1949,Crime|Drama|Film-Noir
7830,"Memphis Belle",1990,Action|Drama|War
7832,"Animal Factory",2000,Crime|Drama
7834,"Pretty Baby",1978,Drama
7836,"Show Boat",1951,Drama|Musical|Romance
7838,"Box of Moon Light",1996,Comedy|Drama
7841,Freaks,1932,Crime|Drama|Horror
7843,"Silent Movie",1976,Comedy
7845,"Anna Christie",1930,Drama
7847,"Deep Cover",1992,Action|Crime|Thriller
7848,"Dr. Jekyll and Mr. Hyde",1931,Drama|Horror
7849,"My Little Chickadee",1940,Comedy|Western
7852,"Around the World in 80 Days",2004,Adventure|Comedy
7853,"I'll Sleep When I'm Dead",2003,Crime|Drama
7854,"Dodgeball: A True Underdog Story",2004,Comedy
7856,"Dear Frankie",2004,Drama
7857,"White Chicks",2004,Action|Comedy|Crime
7861,De-Lovely,2004,Drama|Musical
7864,"Back to Bataan",1945,Drama|War
7865,"Bloodhounds of Broadway",1989,Comedy|Drama
7870,"Bob & Carol & Ted & Alice",1969,Comedy|Drama
7872,Reconstruction,2003,Drama|Romance
7875,Kopps,2003,Action|Comedy
7876,Comandante,2003,Documentary
7877,Undead,2003,Horror|Sci-Fi
